"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Du W.; Tian S.","Du, Weizhi (58046709100); Tian, Shihao (57545570300)","58046709100; 57545570300","Transformer and GAN-Based Super-Resolution Reconstruction Network for Medical Images","2024","Tsinghua Science and Technology","29","1","","197","206","9","1","10.26599/TST.2022.9010071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169503205&doi=10.26599%2fTST.2022.9010071&partnerID=40&md5=a3de656338b741b101e9d93184ae5d2a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85169503205"
"He J.; Yuan Q.; Li J.; Xiao Y.; Zhang L.","He, Jiang (57189887884); Yuan, Qiangqiang (36635300800); Li, Jie (57214207213); Xiao, Yi (57216363750); Zhang, Liangpei (8359720900)","57189887884; 36635300800; 57214207213; 57216363750; 8359720900","A self-supervised remote sensing image fusion framework with dual-stage self-learning and spectral super-resolution injection","2023","ISPRS Journal of Photogrammetry and Remote Sensing","204","","","131","144","13","1","10.1016/j.isprsjprs.2023.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171338242&doi=10.1016%2fj.isprsjprs.2023.09.003&partnerID=40&md5=6be425934e7c06eedd69451af081b89a","Article","Final","","Scopus","2-s2.0-85171338242"
"Xu M.; Hou M.; Luo X.; Xu J.; Chen W.; An Y.; Zeng X.; Li J.; Huang L.","Xu, Mengjun (57451110900); Hou, Mengdie (57221761630); Luo, Xinhui (57730567200); Xu, Jiangtao (57217145037); Chen, Wei (57777731500); An, Yi (57205750541); Zeng, Xianglong (7403247894); Li, Jun (56023443800); Huang, Liangjin (55261763700)","57451110900; 57221761630; 57730567200; 57217145037; 57777731500; 57205750541; 7403247894; 56023443800; 55261763700","Multi-order hybrid vector mode decomposition in few-mode fibers with DL-based SPGD algorithm","2023","Optics and Laser Technology","167","","109795","","","","0","10.1016/j.optlastec.2023.109795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166644968&doi=10.1016%2fj.optlastec.2023.109795&partnerID=40&md5=dfb7ac78b2bc09425a2832dca5b6a0c6","Article","Final","","Scopus","2-s2.0-85166644968"
"Ren P.; Rao C.; Liu Y.; Ma Z.; Wang Q.; Wang J.-X.; Sun H.","Ren, Pu (57219767895); Rao, Chengping (57217088755); Liu, Yang (57216532764); Ma, Zihan (57845517600); Wang, Qi (58606029000); Wang, Jian-Xun (56183169000); Sun, Hao (55792579200)","57219767895; 57217088755; 57216532764; 57845517600; 58606029000; 56183169000; 55792579200","PhySR: Physics-informed deep super-resolution for spatiotemporal data","2023","Journal of Computational Physics","492","","112438","","","","0","10.1016/j.jcp.2023.112438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169071697&doi=10.1016%2fj.jcp.2023.112438&partnerID=40&md5=42a121a6fa352ebb548a16b87a92e8f1","Article","Final","","Scopus","2-s2.0-85169071697"
"Liu J.; Liu G.; Zhao H.; Zhao J.; Qiu J.; Dong Z.Y.","Liu, Jinjie (57216611234); Liu, Guolong (57204430143); Zhao, Huan (57207407321); Zhao, Junhua (57200530099); Qiu, Jing (55846308000); Dong, Zhao Yang (57887316900)","57216611234; 57204430143; 57207407321; 57200530099; 55846308000; 57887316900","Real-time industrial carbon emission estimation with deep learning-based device recognition and incomplete smart meter data","2024","Engineering Applications of Artificial Intelligence","127","","107272","","","","0","10.1016/j.engappai.2023.107272","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174852344&doi=10.1016%2fj.engappai.2023.107272&partnerID=40&md5=e00d8c06e6c076e7c992e1cf2a0e9ae6","Article","Final","","Scopus","2-s2.0-85174852344"
"Liu T.; Niu J.; Liu J.; Li D.; Tan S.","Liu, Tao (57221068267); Niu, Jingwei (58504178100); Liu, Jiahao (57214935041); Li, Dong (56148369900); Tan, Shan (55507487400)","57221068267; 58504178100; 57214935041; 56148369900; 55507487400","Enhancing structural illumination microscopy with hybrid CNN-transformer and dynamic frequency loss","2024","Optics and Lasers in Engineering","173","","107913","","","","0","10.1016/j.optlaseng.2023.107913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174832208&doi=10.1016%2fj.optlaseng.2023.107913&partnerID=40&md5=db73893f39dfedaf5f22facdd81c4c35","Article","Final","","Scopus","2-s2.0-85174832208"
"Le H.; Luong V.S.; Le M.","Le, Hoangcong (58572589400); Luong, Van Su (56442251400); Le, Minhhuy (55246073400)","58572589400; 56442251400; 55246073400","Development of magnetic image super-resolution model for nondestructive testing","2023","Measurement Science and Technology","34","12","125907","","","","0","10.1088/1361-6501/acf2b3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170651037&doi=10.1088%2f1361-6501%2facf2b3&partnerID=40&md5=98676e7326e5650e5591b51b48c7474e","Article","Final","","Scopus","2-s2.0-85170651037"
"Lin H.; Xu Q.; Xu H.; Xu Y.; Zheng Y.; Zhong Y.; Nie Z.","Lin, Hongbin (57956613200); Xu, Qingfeng (57221157207); Xu, Handing (57223732178); Xu, Yanjie (58672563200); Zheng, Yiming (58672563100); Zhong, Yubin (16065174400); Nie, Zhenguo (55955644500)","57956613200; 57221157207; 57223732178; 58672563200; 58672563100; 16065174400; 55955644500","A Data Augmentation Method for Data-Driven Component Segmentation of Engineering Drawings","2024","Journal of Computing and Information Science in Engineering","24","1","011005","","","","0","10.1115/1.4063275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175323480&doi=10.1115%2f1.4063275&partnerID=40&md5=803bcccf4fc681cbae93cd36506f85bb","Article","Final","","Scopus","2-s2.0-85175323480"
"Hwang K.; Yoon G.; Song J.; Yoon S.M.","Hwang, Kyomin (58662820300); Yoon, Gangjoon (7103257925); Song, Jinjoo (57189039678); Yoon, Sang Min (58662628800)","58662820300; 7103257925; 57189039678; 58662628800","Fusing bi-directional global–local features for single image super-resolution","2024","Engineering Applications of Artificial Intelligence","127","","107336","","","","0","10.1016/j.engappai.2023.107336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174802523&doi=10.1016%2fj.engappai.2023.107336&partnerID=40&md5=101fdac71926ef60084356f31364ef21","Article","Final","","Scopus","2-s2.0-85174802523"
"Baranov M.; Serhii I.; Shvetsov D.; Shcherbyna Y.","Baranov, Mykola (57816090200); Serhii, Ivanov (58659855600); Shvetsov, Dmytro (58660378800); Shcherbyna, Yuriy (24484083900)","57816090200; 58659855600; 58660378800; 24484083900","Application of Super Resolution for Optical Character Recognition in Low Quality Images","2024","Lecture Notes in Networks and Systems","695 LNNS","","","135","145","10","0","10.1007/978-981-99-3043-2_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174674105&doi=10.1007%2f978-981-99-3043-2_11&partnerID=40&md5=73693aaa61c54b75e8bf5c6a6874cd91","Conference paper","Final","","Scopus","2-s2.0-85174674105"
"Deng L.; Zhou Q.; Wang S.; Zhang Y.","Deng, Lijia (57225140792); Zhou, Qinghua (57217028405); Wang, Shuihua (36544650700); Zhang, Yudong (35786830100)","57225140792; 57217028405; 36544650700; 35786830100","SSRNet: A Deep Learning Network via Spatial-Based Super-resolution Reconstruction for Cell Counting and Segmentation","2023","Advanced Intelligent Systems","5","10","2300185","","","","0","10.1002/aisy.202300185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166184957&doi=10.1002%2faisy.202300185&partnerID=40&md5=fd2fa988bfe2a5a5836b0eff4b4c1198","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85166184957"
"Li Z.; Zhu X.; Yao S.; Yue Y.; García-Fernández Á.F.; Lim E.G.; Levers A.","Li, Zhuoxiao (58290865600); Zhu, Xiaohui (55696653700); Yao, Shanliang (57836236500); Yue, Yong (58622760200); García-Fernández, Ángel F. (25654831400); Lim, Eng Gee (58622523500); Levers, Andrew (6505811452)","58290865600; 55696653700; 57836236500; 58622760200; 25654831400; 58622523500; 6505811452","A large scale Digital Elevation Model super-resolution Transformer","2023","International Journal of Applied Earth Observation and Geoinformation","124","","103496","","","","0","10.1016/j.jag.2023.103496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172692946&doi=10.1016%2fj.jag.2023.103496&partnerID=40&md5=25b3089bbe2f4663b4b8dbdb14242846","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85172692946"
"Guo R.; Stubbe J.; Zhang Y.; Schlepütz C.M.; Gomez C.R.; Mehdikhani M.; Breite C.; Swolfs Y.; Villanueva-Perez P.","Guo, Rui (58127639700); Stubbe, Johannes (57860991900); Zhang, Yuhe (57221254887); Schlepütz, Christian Matthias (8420511600); Gomez, Camilo Rojas (57222508809); Mehdikhani, Mahoor (57045880700); Breite, Christian (57204049770); Swolfs, Yentl (55504698200); Villanueva-Perez, Pablo (54929855600)","58127639700; 57860991900; 57221254887; 8420511600; 57222508809; 57045880700; 57204049770; 55504698200; 54929855600","Deep-learning image enhancement and fibre segmentation from time-resolved computed tomography of fibre-reinforced composites","2023","Composites Science and Technology","244","","110278","","","","1","10.1016/j.compscitech.2023.110278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159364498&doi=10.1016%2fj.compscitech.2023.110278&partnerID=40&md5=66ce190dc6d96a6b2f60f6868500d9f7","Article","Final","","Scopus","2-s2.0-85159364498"
"Bao K.; Zhang X.; Peng W.; Yao W.","Bao, Kairui (57549196000); Zhang, Xiaoya (55612273400); Peng, Wei (57219479990); Yao, Wen (57192278536)","57549196000; 55612273400; 57219479990; 57192278536","Deep learning method for super-resolution reconstruction of the spatio-temporal flow field","2023","Advances in Aerodynamics","5","1","19","","","","0","10.1186/s42774-023-00148-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160933907&doi=10.1186%2fs42774-023-00148-y&partnerID=40&md5=7c1a5fd551878173732c7ae9797f1d54","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160933907"
"Wang X.; Guan K.; He D.; Zhang Z.; Zhang H.; Dou J.; Zhong Z.","Wang, Xiping (57218297286); Guan, Ke (36141742700); He, Danping (57085689300); Zhang, Zhao (57900358800); Zhang, Haoyang (58073057800); Dou, Jianwu (56459627000); Zhong, Zhangdui (7402336411)","57218297286; 36141742700; 57085689300; 57900358800; 58073057800; 56459627000; 7402336411","Super-Resolution of Wireless Channel Characteristics: A Multitask Learning Model","2023","IEEE Transactions on Antennas and Propagation","71","10","","8197","8209","12","0","10.1109/TAP.2023.3305096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168737154&doi=10.1109%2fTAP.2023.3305096&partnerID=40&md5=26cdc0954617ad1ba30062010fb99f68","Article","Final","","Scopus","2-s2.0-85168737154"
"Zhang T.; Hu G.; Yang Y.; Du Y.","Zhang, Ting (56999385700); Hu, Guangshun (58568181400); Yang, Yi (58427954300); Du, Yi (35731460300)","56999385700; 58568181400; 58427954300; 35731460300","A Super-Resolution Reconstruction Method for Shale Based on Generative Adversarial Network","2023","Transport in Porous Media","150","2","","383","426","43","0","10.1007/s11242-023-02016-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170250435&doi=10.1007%2fs11242-023-02016-1&partnerID=40&md5=eaab6312873ce0da4b4d58e492ac8f20","Article","Final","","Scopus","2-s2.0-85170250435"
"Wang Y.","Wang, Yi (58554125300)","58554125300","Serial Number Recognition of Ceramic Membrane Based on End-to-end Deep Learning","2024","Computer-Aided Design and Applications","21","S1","","232","245","13","0","10.14733/cadaps.2024.S1.232-245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169004626&doi=10.14733%2fcadaps.2024.S1.232-245&partnerID=40&md5=eaef47b5f88c11d0fc74d0af6e0cea3e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85169004626"
"Teufel B.; Carmo F.; Sushama L.; Sun L.; Khaliq M.N.; Bélair S.; Shamseldin A.; Kumar D.N.; Vaze J.","Teufel, B. (57189987417); Carmo, F. (58195996700); Sushama, L. (15519804100); Sun, L. (55354735400); Khaliq, M.N. (8349746900); Bélair, S. (56009810800); Shamseldin, A. (6602836933); Kumar, D. Nagesh (55663720200); Vaze, J. (6603081876)","57189987417; 58195996700; 15519804100; 55354735400; 8349746900; 56009810800; 6602836933; 55663720200; 6603081876","Physics-informed deep learning framework to model intense precipitation events at super resolution","2023","Geoscience Letters","10","1","19","","","","0","10.1186/s40562-023-00272-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153479035&doi=10.1186%2fs40562-023-00272-z&partnerID=40&md5=5bd0c32d784423adee1e1cd47d252d2c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85153479035"
